AccidentKey_FromNDOR,AccidentYear,AccidentDate,PedestrianOrPedalcyclist,Latitude,Longitude,AccidentSeverity_CodeFromNDOR,TotalFatalities,TotalInjuries,Time,AlcoholInvolved,WeatherConditions,Douglas_Sarpy_LandUseCode,CountyName,CityName,Census_CityPopulation2000,Census_CityPopulation2010,Census_STATEFP10,Census_PLACEFP10,Census_PLACENS10
208037474,2008,5/19/08 0:00,Pedestrian,40.8469139999999,-96.7011239999999,3,0,1,1500,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208037500,2008,5/30/08 0:00,Pedestrian,40.805835,-96.702658,3,0,1,655,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208037513,2008,5/29/08 0:00,Cyclists,40.820726,-96.6060159999999,3,0,1,1829,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208037630,2008,5/20/08 0:00,Pedestrian,40.822899,-96.63047,4,0,1,1530,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208037654,2008,5/20/08 0:00,Pedestrian,40.7838089999999,-96.653822,4,0,1,1700,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208037696,2008,5/28/08 0:00,Pedestrian,40.8102749999999,-96.693915,3,0,1,1500,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208037795,2008,5/21/08 0:00,Cyclists,40.810087,-96.6251019999999,3,0,1,748,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208037798,2008,5/21/08 0:00,Cyclists,40.8511409999999,-96.712311,3,0,2,1510,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208037816,2008,5/21/08 0:00,Cyclists,40.7967129999999,-96.6966639999999,3,0,1,1535,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208038023,2008,5/22/08 0:00,Cyclists,40.8052759999999,-96.70559,4,0,1,1601,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208038027,2008,9/18/08 0:00,Cyclists,42.415236,-96.42149,3,0,1,807,N,Clear,,Dakota,Dakota City,1821,1919,31,12000,2393706
208038376,2008,5/25/08 0:00,Pedestrian,40.829866,-96.6863589999999,3,0,1,1917,N,Rain,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208038379,2008,5/25/08 0:00,Pedestrian,40.841245,-96.64584,3,0,1,1100,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208038429,2008,5/24/08 0:00,Pedestrian,40.824359,-96.67801,3,0,1,1555,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208038814,2008,6/1/08 0:00,Pedestrian,40.821896,-96.6822829999999,3,0,1,40,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208038918,2008,6/2/08 0:00,Cyclists,40.813564,-96.695183,3,0,1,1425,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208038956,2008,6/3/08 0:00,Pedestrian,40.740872,-96.6737229999999,3,0,1,1300,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208039233,2008,6/4/08 0:00,Pedestrian,40.8302699999999,-96.6858019999999,3,0,1,1600,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208039235,2008,6/5/08 0:00,Cyclists,40.814905,-96.6060549999999,3,0,1,1401,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208039376,2008,9/30/08 0:00,Pedestrian,40.923197,-98.3408629999999,4,0,1,1100,N,Clear,,Hall,Grand Island,43584,48520,31,19595,838031
208039386,2008,9/30/08 0:00,Cyclists,41.821596,-103.659585,2,0,1,1715,N,Clear,,Scotts Bluff,Gering,7737,8500,31,18580,2394885
208039480,2008,6/12/08 0:00,Pedestrian,40.8424309999999,-96.627232,3,0,1,1530,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208039494,2008,6/14/08 0:00,Pedestrian,40.7202399999999,-99.3747469999999,3,0,1,2130,Y,Clear,,Buffalo,Elm Creek,894,901,31,15360,2398813
208039580,2008,6/10/08 0:00,Pedestrian,40.8102799999999,-96.6967939999999,4,0,1,1045,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208039619,2008,10/1/08 0:00,Pedestrian,40.9280389999999,-98.351144,4,0,1,1443,N,Clear,,Hall,Grand Island,43584,48520,31,19595,838031
208039971,2008,6/6/08 0:00,Cyclists,40.271641,-96.7462,3,0,1,1530,N,Clear,,Gage,Beatrice,12545,12459,31,3390,837869
208040072,2008,6/7/08 0:00,Pedestrian,41.917996,-104.036548,4,0,1,945,N,Clear,,Scotts Bluff,Lyman,421,341,31,29715,2399205
208040139,2008,10/3/08 0:00,Pedestrian,40.9314639999999,-98.377892,2,0,1,1522,N,Clear,,Hall,Grand Island,43584,48520,31,19595,838031
208040186,2008,6/7/08 0:00,Pedestrian,40.7138399999999,-99.064794,3,0,1,1100,N,Clear,,Buffalo,Kearney,27437,30787,31,25055,838076
208040317,2008,6/10/08 0:00,Cyclists,41.4272319999999,-96.4980089999999,2,0,1,1906,N,Clear,,Dodge,Fremont,25212,26397,31,17670,838010
208040330,2008,6/7/08 0:00,Pedestrian,42.0261679999999,-97.4102149999999,4,0,1,1647,N,Clear,,Madison,Norfolk,23403,24210,31,34615,2395248
208040513,2008,6/8/08 0:00,Cyclists,42.0314369999999,-97.4264,3,0,1,1645,N,Cloudy,,Madison,Norfolk,23403,24210,31,34615,2395248
208040701,2008,6/12/08 0:00,Cyclists,41.4241859999999,-97.3558519999999,2,0,1,1636,N,Clear,,Platte,Columbus,21126,22111,31,10110,837933
208040800,2008,10/7/08 0:00,Cyclists,41.1448219999999,-102.976567,3,0,1,1756,N,Clear,,Cheyenne,Sidney,6371,6757,31,45295,2395883
208040957,2008,6/16/08 0:00,Cyclists,40.7871129999999,-96.6968349999999,3,0,1,955,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208040963,2008,6/16/08 0:00,Cyclists,40.806234,-96.6815059999999,4,0,1,2117,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208041083,2008,6/17/08 0:00,Cyclists,40.820864,-96.690031,3,0,1,1020,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208041101,2008,6/17/08 0:00,Cyclists,40.7881829999999,-96.646911,4,0,1,628,N,Not stated,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208041114,2008,6/16/08 0:00,Cyclists,40.582793,-98.3924569999999,4,0,1,1500,N,Clear,,Adams,Hastings,24872,24907,31,21415,838051
208041139,2008,6/16/08 0:00,Cyclists,41.433768,-96.4935629999999,3,0,1,800,N,Clear,,Dodge,Fremont,25212,26397,31,17670,838010
208041158,2008,6/18/08 0:00,Cyclists,40.820746,-96.6823839999999,3,0,1,1627,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208041262,2008,6/17/08 0:00,Cyclists,40.5897569999999,-98.401808,3,0,1,1330,N,Clear,,Adams,Hastings,24872,24907,31,21415,838051
208041369,2008,6/19/08 0:00,Cyclists,40.791708,-96.6967259999999,3,0,1,730,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208041417,2008,6/20/08 0:00,Cyclists,40.8125059999999,-96.705532,4,0,2,1535,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208041426,2008,6/20/08 0:00,Cyclists,40.7982969999999,-96.625117,3,0,1,1823,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208041437,2008,6/20/08 0:00,Cyclists,40.8207579999999,-96.6842989999999,3,0,1,1800,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208041462,2008,6/29/08 0:00,Cyclists,40.863145,-96.722935,3,0,1,1400,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208041589,2008,6/16/08 0:00,Cyclists,42.042042,-97.416071,3,0,1,2045,N,Clear,,Madison,Norfolk,23403,24210,31,34615,2395248
208041625,2008,6/29/08 0:00,Pedestrian,40.8133249999999,-96.6293419999999,3,0,1,1430,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208041733,2008,6/19/08 0:00,Pedestrian,40.1741719999999,-101.020852,2,0,1,555,N,Clear,,Hitchcock,Trenton,509,560,31,49145,2400002
208041808,2008,6/27/08 0:00,Pedestrian,40.8134719999999,-96.702623,3,0,1,2147,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208041836,2008,6/23/08 0:00,Cyclists,40.8062299999999,-96.6805219999999,3,0,1,1745,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208041839,2008,6/23/08 0:00,Cyclists,40.8041479999999,-96.69826,4,0,1,2016,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208041961,2008,6/20/08 0:00,Cyclists,40.213489,-100.629909,5,0,0,706,N,Clear,,Red Willow,McCook,7989,7698,31,29925,2395061
208041994,2008,10/16/08 0:00,Pedestrian,42.470984,-98.648088,3,0,1,1522,N,Clear,,Holt,O'Neill,3733,3705,31,37105,838176
208042004,2008,6/21/08 0:00,Cyclists,41.134413,-100.755056999999,4,0,1,1425,N,Clear,,Lincoln,North Platte,23933,24733,31,35000,2395260
208042146,2008,6/20/08 0:00,Cyclists,41.278956,-98.962968,3,0,1,1615,N,Clear,,Sherman,Loup City,996,1029,31,29470,2395773
208042228,2008,6/23/08 0:00,Cyclists,41.136667,-100.779535,3,0,1,2217,N,Clear,,Lincoln,North Platte,23933,24733,31,35000,2395260
208042449,2008,10/1/08 0:00,Cyclists,42.426794,-97.0897599999999,2,0,1,1844,N,Clear,,Cedar,Laurel,986,964,31,26350,2395644
208042461,2008,6/22/08 0:00,Cyclists,40.394976,-95.8388309999999,4,0,1,1953,N,Clear,,Nemaha,Auburn,3543,3460,31,2655,2394026
208042479,2008,10/20/08 0:00,Pedestrian,40.9386099999999,-98.383398,3,0,1,1647,N,Unknown,,Hall,Grand Island,43584,48520,31,19595,838031
208042485,2008,6/29/08 0:00,Cyclists,41.8738669999999,-103.664571,3,0,1,1445,N,Clear,,Scotts Bluff,Scottsbluff,14887,15039,31,44245,2396559
208042500,2008,6/30/08 0:00,Cyclists,41.435121,-96.4834529999999,3,0,1,1745,N,Clear,,Dodge,Fremont,25212,26397,31,17670,838010
208042593,2008,6/30/08 0:00,Cyclists,41.834935,-103.675045,4,0,1,2100,N,Clear,,Scotts Bluff,Gering,7737,8500,31,18580,2394885
208042887,2008,6/27/08 0:00,Cyclists,40.699409,-99.1015859999999,3,0,1,0,N,Not stated,,Buffalo,Kearney,27437,30787,31,25055,838076
208043046,2008,6/28/08 0:00,Cyclists,41.2810729999999,-98.967245,3,0,1,1114,N,Clear,,Sherman,Loup City,996,1029,31,29470,2395773
208043109,2008,6/29/08 0:00,Cyclists,41.533402,-96.143089,3,0,1,1137,N,Clear,,Washington,Blair,7518,7990,31,5350,2394184
208043117,2008,7/1/08 0:00,Cyclists,40.783382,-96.644225,3,0,1,1536,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208043150,2008,10/23/08 0:00,Pedestrian,41.875312,-103.660036,4,0,1,1120,N,Clear,,Scotts Bluff,Scottsbluff,14887,15039,31,44245,2396559
208043157,2008,7/2/08 0:00,Cyclists,40.857449,-96.7047529999999,3,0,1,900,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208043260,2008,10/25/08 0:00,Pedestrian,41.8738359999999,-103.669668,4,0,1,911,N,Clear,,Scotts Bluff,Scottsbluff,14887,15039,31,44245,2396559
208043288,2008,7/4/08 0:00,Cyclists,40.8147209999999,-96.7011509999999,2,0,1,225,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208043301,2008,7/4/08 0:00,Pedestrian,40.83919,-96.714979,4,0,1,2340,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208043311,2008,7/7/08 0:00,Pedestrian,41.1441469999999,-100.744969,4,0,2,1011,N,Cloudy,,Lincoln,North Platte,23933,24733,31,35000,2395260
208043389,2008,7/5/08 0:00,Pedestrian,40.798847,-96.625011,3,0,1,313,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208043404,2008,7/13/08 0:00,Cyclists,40.784145,-96.69682,3,0,1,130,N,Unknown,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208043576,2008,7/10/08 0:00,Cyclists,40.8146399999999,-96.6824179999999,3,0,1,1923,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208043592,2008,7/7/08 0:00,Cyclists,40.814743,-96.6938329999999,3,0,1,710,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208043615,2008,7/8/08 0:00,Cyclists,40.8045189999999,-96.6823919999999,3,0,1,830,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208043625,2008,7/1/08 0:00,Pedestrian,42.9975179999999,-102.55448,2,0,1,1130,N,Clear,,Sheridan,White Clay,16,10,31,52855,2393186
208043900,2008,7/2/08 0:00,Cyclists,41.8593669999999,-103.657172,3,0,1,1540,N,Clear,,Scotts Bluff,Scottsbluff,14887,15039,31,44245,2396559
208043920,2008,10/23/08 0:00,Pedestrian,42.4675999999999,-97.9108549999999,2,0,1,2346,Y,Clear,,Knox,Creighton,1270,1154,31,11230,837947
208043927,2008,7/3/08 0:00,Cyclists,41.144862,-100.773113,3,0,1,1945,N,Clear,,Lincoln,North Platte,23933,24733,31,35000,2395260
208044165,2008,7/8/08 0:00,Pedestrian,41.210321,-96.621153,2,0,1,1600,N,Clear,,Saunders,Wahoo,4181,4508,31,50965,838310
208044366,2008,7/12/08 0:00,Pedestrian,41.421937,-97.3533649999999,2,0,1,1739,N,Clear,,Platte,Columbus,21126,22111,31,10110,837933
208044391,2008,7/15/08 0:00,Cyclists,42.0340509999999,-97.426462,3,0,1,1500,N,Clear,,Madison,Norfolk,23403,24210,31,34615,2395248
208044468,2008,7/15/08 0:00,Cyclists,41.442348,-97.3702899999999,4,0,1,1955,N,Cloudy,,Platte,Columbus,21126,22111,31,10110,837933
208044495,2008,7/10/08 0:00,Cyclists,40.907642,-97.090552,3,0,1,1126,N,Clear,,Seward,Seward,6485,6964,31,44420,2396580
208044560,2008,11/3/08 0:00,Pedestrian,40.9235159999999,-98.3154559999999,2,0,1,2113,N,Clear,,Hall,Grand Island,43584,48520,31,19595,838031
208044842,2008,7/9/08 0:00,Cyclists,40.708029,-99.0648539999999,2,0,1,2036,N,Clear,,Buffalo,Kearney,27437,30787,31,25055,838076
208044960,2008,7/13/08 0:00,Pedestrian,40.7218379999999,-99.3747809999999,3,0,1,931,N,Clear,,Buffalo,Elm Creek,894,901,31,15360,2398813
208045049,2008,10/6/08 0:00,Pedestrian,42.3891339999999,-96.5861259999999,3,0,2,1007,N,Clear,,Dakota,,,,,,
208045249,2008,7/16/08 0:00,Pedestrian,40.438997,-99.3698679999999,3,0,1,853,N,Clear,,Phelps,Holdrege,5662,5495,31,22640,838058
208045310,2008,7/31/08 0:00,Cyclists,40.7871129999999,-96.6968349999999,3,0,1,745,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208045312,2008,7/31/08 0:00,Cyclists,40.812449,-96.696781,4,0,1,1419,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208045469,2008,7/29/08 0:00,Cyclists,40.8207159999999,-96.607983,3,0,1,2035,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208045548,2008,7/26/08 0:00,Cyclists,40.7686459999999,-96.672668,3,0,1,1045,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208045554,2008,7/27/08 0:00,Cyclists,40.791708,-96.6967259999999,3,0,1,1445,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208045617,2008,7/22/08 0:00,Pedestrian,40.810087,-96.6251019999999,4,0,1,830,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208045682,2008,7/24/08 0:00,Pedestrian,40.815814,-96.696752,3,0,1,1305,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208045703,2008,7/25/08 0:00,Cyclists,40.8279929999999,-96.6776349999999,3,0,1,1900,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208045720,2008,7/21/08 0:00,Cyclists,40.813701,-96.7251689999999,4,0,1,900,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208045723,2008,7/21/08 0:00,Cyclists,40.8572309999999,-96.658876,3,0,1,935,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208045863,2008,7/23/08 0:00,Cyclists,40.857188,-96.719693,3,0,1,720,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208046069,2008,7/16/08 0:00,Pedestrian,41.8777189999999,-103.754656999999,3,0,2,1855,N,Clear,,Scotts Bluff,,,,,,
208046262,2008,7/22/08 0:00,Pedestrian,40.56786,-97.559825,2,0,1,2345,N,Clear,,Fillmore,,,,,,
208046293,2008,7/20/08 0:00,Pedestrian,40.618948,-98.099907,3,0,1,2230,N,Unknown,,Clay,Harvard,998,1013,31,21345,2394316
208046410,2008,7/25/08 0:00,Cyclists,41.43025,-97.3568989999999,4,0,1,1258,N,Clear,,Platte,Columbus,21126,22111,31,10110,837933
208046758,2008,7/31/08 0:00,Pedestrian,41.434119,-97.3711179999999,3,0,1,2032,N,Clear,,Platte,Columbus,21126,22111,31,10110,837933
208047442,2008,8/1/08 0:00,Cyclists,40.813597,-96.7026259999999,2,0,1,1810,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208047444,2008,8/1/08 0:00,Cyclists,40.8134999999999,-96.6825869999999,3,0,1,1300,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208047654,2008,8/13/08 0:00,Pedestrian,40.910231,-96.527079,2,0,1,1620,N,Clear,,Lancaster,Waverly,2463,3277,31,51770,2397229
208047700,2008,8/14/08 0:00,Cyclists,40.8609009999999,-96.723025,3,0,1,1637,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208047705,2008,8/14/08 0:00,Cyclists,40.8135809999999,-96.6991909999999,3,0,1,1404,N,Not stated,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208047730,2008,8/2/08 0:00,Cyclists,40.857232,-96.6910929999999,3,0,1,1455,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208047771,2008,8/1/08 0:00,Cyclists,40.7989469999999,-96.6879619999999,2,0,1,1830,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208047796,2008,8/12/08 0:00,Pedestrian,40.8135899999999,-96.7009089999999,4,0,1,1240,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208047902,2008,11/26/08 0:00,Cyclists,42.457706,-98.647627,4,0,1,1933,N,Clear,,Holt,O'Neill,3733,3705,31,37105,838176
208047924,2008,11/27/08 0:00,Pedestrian,40.925918,-98.33978,3,0,1,2150,Y,Clear,,Hall,Grand Island,43584,48520,31,19595,838031
208048027,2008,8/5/08 0:00,Pedestrian,40.833643,-96.6003419999999,2,0,3,2119,Y,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208048039,2008,8/5/08 0:00,Cyclists,40.7552329999999,-96.6472959999999,3,0,1,1819,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208048061,2008,8/8/08 0:00,Pedestrian,42.029843,-97.427812,4,0,1,1100,N,Clear,,Madison,Norfolk,23403,24210,31,34615,2395248
208048092,2008,8/7/08 0:00,Cyclists,40.742972,-96.682545,3,0,1,1810,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208048217,2008,8/7/08 0:00,Cyclists,40.75741,-96.644354,3,0,1,1725,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208048246,2008,8/6/08 0:00,Cyclists,40.80608,-96.6250639999999,4,0,1,850,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208048286,2008,8/5/08 0:00,Cyclists,40.7552629999999,-96.6253229999999,4,0,1,1858,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208048288,2008,8/5/08 0:00,Pedestrian,40.8126019999999,-96.6952969999999,3,0,1,117,Y,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208048459,2008,8/7/08 0:00,Cyclists,40.788477,-96.6968119999999,2,0,1,603,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208048509,2008,8/6/08 0:00,Cyclists,41.399157,-99.639381,3,0,1,2146,N,Clear,,Custer,Broken Bow,3509,3559,31,6610,837893
208048655,2008,8/10/08 0:00,Cyclists,40.824368,-96.682333,4,0,1,1828,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208048669,2008,8/11/08 0:00,Pedestrian,40.797297,-96.6250859999999,2,0,1,1249,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208048671,2008,8/15/08 0:00,Cyclists,41.4357949999999,-96.495901,3,0,1,1056,N,Clear,,Dodge,Fremont,25212,26397,31,17670,838010
208048672,2008,8/11/08 0:00,Cyclists,40.798025,-96.625076,2,0,1,755,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208048713,2008,8/10/08 0:00,Cyclists,40.8511409999999,-96.712311,3,0,1,2100,N,Rain,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208048727,2008,8/14/08 0:00,Cyclists,42.4763749999999,-96.410808,2,0,1,2304,Y,Clear,,Dakota,South Sioux City,11962,13353,31,46030,2395919
208048729,2008,8/10/08 0:00,Cyclists,40.834138,-96.6537419999999,3,0,1,1314,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208048791,2008,8/7/08 0:00,Cyclists,41.1476589999999,-100.75366,3,0,1,1945,N,Clear,,Lincoln,North Platte,23933,24733,31,35000,2395260
208048848,2008,8/9/08 0:00,Pedestrian,40.382351,-95.838791,3,0,1,850,N,Cloudy,,Nemaha,Auburn,3543,3460,31,2655,2394026
208048886,2008,8/11/08 0:00,Cyclists,41.4099369999999,-99.645227,3,0,1,1720,N,Clear,,Custer,Broken Bow,3509,3559,31,6610,837893
208049238,2008,7/20/08 0:00,Pedestrian,40.801431,-96.6903939999999,4,0,1,249,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208049309,2008,10/1/08 0:00,Cyclists,40.798962,-96.6378469999999,4,0,1,1649,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208049933,2008,8/18/08 0:00,Cyclists,40.8102719999999,-96.6953139999999,3,0,1,1750,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208050020,2008,8/28/08 0:00,Cyclists,40.797922,-96.702724,4,0,1,1653,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208050140,2008,8/20/08 0:00,Cyclists,40.839334,-96.672815,3,0,1,2240,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208050143,2008,8/17/08 0:00,Cyclists,42.46697,-96.413476,4,0,1,1923,N,Clear,,Dakota,South Sioux City,11962,13353,31,46030,2395919
208050151,2008,8/20/08 0:00,Pedestrian,40.786396,-96.689734,4,0,1,1420,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208050235,2008,8/23/08 0:00,Cyclists,41.444256,-96.484817,3,0,1,1445,N,Clear,,Dodge,Fremont,25212,26397,31,17670,838010
208050243,2008,8/21/08 0:00,Pedestrian,40.8158299999999,-96.701115,2,0,1,2340,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208050493,2008,8/29/08 0:00,Cyclists,40.812427,-96.685231,3,0,2,800,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208050534,2008,8/27/08 0:00,Pedestrian,42.039931,-97.4153129999999,3,0,1,1519,N,Clear,,Madison,Norfolk,23403,24210,31,34615,2395248
208050536,2008,8/29/08 0:00,Cyclists,40.815798,-96.6938669999999,3,0,1,1215,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208050847,2008,8/26/08 0:00,Cyclists,40.7986039999999,-96.6982959999999,3,0,1,1800,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208050870,2008,8/26/08 0:00,Cyclists,40.820765,-96.680974,4,0,1,1345,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208051030,2008,8/20/08 0:00,Cyclists,41.1334549999999,-100.780088,3,0,1,1416,N,Cloudy,,Lincoln,North Platte,23933,24733,31,35000,2395260
208051343,2008,8/26/08 0:00,Cyclists,41.1272009999999,-100.763948,3,0,1,1538,N,Clear,,Lincoln,North Platte,23933,24733,31,35000,2395260
208051881,2008,9/1/08 0:00,Pedestrian,40.9235159999999,-98.4098,2,0,1,130,N,Clear,,Hall,Grand Island,43584,48520,31,19595,838031
208051984,2008,9/4/08 0:00,Cyclists,41.4473389999999,-97.055985,3,0,1,1800,N,Clear,,Colfax,Schuyler,5414,6211,31,44035,2396556
208052086,2008,9/2/08 0:00,Pedestrian,40.831657,-96.6822499999999,3,0,1,1456,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208052188,2008,9/15/08 0:00,Cyclists,40.827973,-96.642672,3,0,1,1240,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208052231,2008,9/9/08 0:00,Pedestrian,41.440924,-96.4819289999999,3,0,1,1545,N,Cloudy,,Dodge,Fremont,25212,26397,31,17670,838010
208052235,2008,9/9/08 0:00,Cyclists,41.4554619999999,-96.51023,3,0,1,754,N,Cloudy,,Dodge,Fremont,25212,26397,31,17670,838010
208052316,2008,9/12/08 0:00,Pedestrian,40.784435,-96.689745,3,0,1,1515,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
208052387,2008,9/14/08 0:00,Cyclists,41.4240709999999,-97.349446,3,0,1,1007,N,Cloudy,,Platte,Columbus,21126,22111,31,10110,837933
208052444,2008,9/12/08 0:00,Pedestrian,40.755304,-96.663385,4,0,1,2205,N,Rain,,Lancaster,Lincoln,226660,258379,31,28000,2395713
209000242,2008,9/2/08 0:00,Pedestrian,40.593468,-98.3897649999999,3,0,1,1850,N,Clear,,Adams,Hastings,24872,24907,31,21415,838051
209000308,2008,9/11/08 0:00,Cyclists,40.8134599999999,-96.6680839999999,3,0,1,1547,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
209000322,2008,9/3/08 0:00,Pedestrian,40.7643869999999,-96.6633649999999,4,0,1,721,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
209000331,2008,9/3/08 0:00,Cyclists,40.772852,-96.6443029999999,3,0,1,1157,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
209000475,2008,9/4/08 0:00,Cyclists,40.789934,-96.6632659999999,3,0,1,2200,N,Clear,,Lancaster,Lincoln,226660,258379,31,28000,2395713
209000550,2008,9/9/08 0:00,Cyclists,40.772289,-96.654076,4,0,1,655,N,Unknown,,Lancaster,Lincoln,226660,258379,31,28000,2395713
209000837,2008,9/3/08 0:00,Cyclists,40.700352,-99.0800959999999,3,0,1,0,N,Clear,,Buffalo,Kearney,27437,30787,31,25055,838076
209000877,2008,9/7/08 0:00,Cyclists,40.819108,-96.670207,4,0,1,1600,N,Cloudy,,Lancaster,Lincoln,226660,258379,31,28000,2395713
209000907,2008,9/14/08 0:00,Cyclists,41.1281389999999,-100.762925999999,4,0,1,1157,N,Clear,,Lincoln,North Platte,23933,24733,31,35000,2395260
209001082,2008,9/15/08 0:00,Cyclists,40.585234,-98.395098,2,0,1,1905,N,Clear,,Adams,Hastings,24872,24907,31,21415,838051
